Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	HeLa_50ng_2ACN01TFA_0015DDM_2uL_VNeo_Aurora15_16_23p65m150nlv18Zebra_DIA75msW83_TT0000230_B-A1_1_14631
Q9C0F1;Q9C0F1-2	Q9C0F1;Q9C0F1-2	CEP44_HUMAN	CEP44	Centrosomal protein of 44 kDa	16155
Q9C0G0;Q9C0G0-2;Q9C0G0-3	Q9C0G0;Q9C0G0-2;Q9C0G0-3	ZN407_HUMAN	ZNF407	Zinc finger protein 407	14555
Q9C0I1;Q9C0I1-2;Q9C0I1-3	Q9C0I1;Q9C0I1-2;Q9C0I1-3	MTMRC_HUMAN	MTMR12	Myotubularin-related protein 12	110972
Q9C0I4	Q9C0I4	THS7B_HUMAN	THSD7B	Thrombospondin type-1 domain-containing protein 7B	1.78498e+06
Q9C0J8	Q9C0J8;Q9C0J8-2;Q9C0J8-3	WDR33_HUMAN	WDR33	pre-mRNA 3' end processing protein WDR33	304236
Q9GZL7	Q9GZL7	WDR12_HUMAN	WDR12	Ribosome biogenesis protein WDR12	374926
Q9GZM5	Q9GZM5	YIPF3_HUMAN	YIPF3	Protein YIPF3	122869
Q9GZM8;Q9GZM8-2;Q9GZM8-3	Q9GZM8;Q9GZM8-2;Q9GZM8-3	NDEL1_HUMAN	NDEL1	Nuclear distribution protein nudE-like 1	93481
Q9GZM8;Q9GZM8-2;Q9GZM8-3;Q9NXR1;Q9NXR1-1	Q9NXR1;Q9NXR1-1;Q9GZM8;Q9GZM8-2;Q9GZM8-3	NDE1_HUMAN;NDEL1_HUMAN	NDE1;NDEL1	Nuclear distribution protein nudE-like 1	25491
Q9GZN1	Q9GZN1	ARP6_HUMAN	ACTR6	Actin-related protein 6	42024
Q9GZN8;Q9GZN8-2	Q9GZN8;Q9GZN8-2	CT027_HUMAN	C20orf27	UPF0687 protein C20orf27	114347
Q9GZP4;Q9GZP4-2	Q9GZP4;Q9GZP4-2	PITH1_HUMAN	PITHD1	PITH domain-containing protein 1	131095
Q9GZP9	Q9GZP9	DERL2_HUMAN	DERL2	Derlin-2	177191
Q9GZQ3	Q9GZQ3	COMD5_HUMAN	COMMD5	COMM domain-containing protein 5	86557
Q9GZR1;Q9GZR1-2	Q9GZR1;Q9GZR1-2	SENP6_HUMAN	SENP6	Sentrin-specific protease 6	659913
Q9GZR2	Q9GZR2	REXO4_HUMAN	REXO4	RNA exonuclease 4	110600
Q9GZR7	Q9GZR7;Q9GZR7-2	DDX24_HUMAN	DDX24	ATP-dependent RNA helicase DDX24	153704
Q9GZS1	Q9GZS1	RPA49_HUMAN	POLR1E	DNA-directed RNA polymerase I subunit RPA49	79279
Q9GZS3	Q9GZS3	WDR61_HUMAN	WDR61	WD repeat-containing protein 61	540152
Q9GZT3;Q9GZT3-2	Q9GZT3;Q9GZT3-2	SLIRP_HUMAN	SLIRP	SRA stem-loop-interacting RNA-binding protein, mitochondrial	688854
Q9GZT4	Q9GZT4	SRR_HUMAN	SRR	Serine racemase	18425
Q9GZT6;Q9GZT6-2	Q9GZT6;Q9GZT6-2;Q9GZT6-3	CC90B_HUMAN	CCDC90B	Coiled-coil domain-containing protein 90B, mitochondrial	48610
Q9GZT8;Q9GZT8-2	Q9GZT8;Q9GZT8-2;Q9GZT8-3	NIF3L_HUMAN	NIF3L1	NIF3-like protein 1	96130
Q9GZT9;Q9GZT9-2	Q9GZT9;Q9GZT9-2;Q9GZT9-3	EGLN1_HUMAN	EGLN1	Egl nine homolog 1	233228
Q9GZT9;Q9GZT9-2;Q9H6Z9	Q9GZT9;Q9GZT9-2;Q9GZT9-3;Q9H6Z9	EGLN1_HUMAN;EGLN3_HUMAN	EGLN1;EGLN3	Egl nine homolog 1	29344
Q9GZU7;Q9GZU7-2;Q9GZU7-3	Q9GZU7;Q9GZU7-2;Q9GZU7-3	CTDS1_HUMAN	CTDSP1	Carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1	26507
Q9GZU8	Q9GZU8	PIP30_HUMAN	PSME3IP1	PSME3-interacting protein	57191
Q9GZY8	Q9GZY8;Q9GZY8-2;Q9GZY8-3;Q9GZY8-4;Q9GZY8-5	MFF_HUMAN	MFF	Mitochondrial fission factor	250885
Q9GZZ1	Q9GZZ1;Q9GZZ1-2	NAA50_HUMAN	NAA50	N-alpha-acetyltransferase 50	529286
Q9GZZ9	Q9GZZ9;Q9GZZ9-2	UBA5_HUMAN	UBA5	Ubiquitin-like modifier-activating enzyme 5	93881
Q9H000;Q9H000-2	Q9H000;Q9H000-2	MKRN2_HUMAN	MKRN2	Probable E3 ubiquitin-protein ligase makorin-2	86035
Q9H009	Q9H009	NACA2_HUMAN	NACA2	Nascent polypeptide-associated complex subunit alpha-2	1.45908e+06
Q9H019;Q9H019-2;Q9H019-3	Q9H019;Q9H019-2;Q9H019-3	MFR1L_HUMAN	MTFR1L	Mitochondrial fission regulator 1-like	15968
Q9H040;Q9H040-2;Q9H040-3	Q9H040;Q9H040-2;Q9H040-3	SPRTN_HUMAN	SPRTN	SprT-like domain-containing protein Spartan	152238
Q9H061	Q9H061	T126A_HUMAN	TMEM126A	Transmembrane protein 126A	310854
Q9H063	Q9H063	MAF1_HUMAN	MAF1	Repressor of RNA polymerase III transcription MAF1 homolog	16387
Q9H074	Q9H074;Q9H074-2;Q9H074-3	PAIP1_HUMAN	PAIP1	Polyadenylate-binding protein-interacting protein 1	429578
Q9H078;Q9H078-2;Q9H078-4	Q9H078;Q9H078-2;Q9H078-3;Q9H078-4;Q9H078-5	CLPB_HUMAN	CLPB	Caseinolytic peptidase B protein homolog	219078
Q9H079	Q9H079	KTBL1_HUMAN	KATNBL1	KATNB1-like protein 1	5424
Q9H081	Q9H081	MIS12_HUMAN	MIS12	Protein MIS12 homolog	297656
Q9H082	Q9H082	RB33B_HUMAN	RAB33B	Ras-related protein Rab-33B	3.23721e+06
Q9H089	Q9H089	LSG1_HUMAN	LSG1	Large subunit GTPase 1 homolog	626550
Q9H098;Q9H098-2	Q9H098;Q9H098-2	F107B_HUMAN	FAM107B	Protein FAM107B	1.24733e+06
Q9H0A0	Q9H0A0;Q9H0A0-2	NAT10_HUMAN	NAT10	RNA cytidine acetyltransferase	331352
Q9H0A8	Q9H0A8	COMD4_HUMAN	COMMD4	COMM domain-containing protein 4	101296
Q9H0B6	Q9H0B6;Q9H0B6-2	KLC2_HUMAN	KLC2	Kinesin light chain 2	107035
Q9H0B6;Q9NSK0;Q9NSK0-3	Q9NSK0;Q9NSK0-3;Q9NSK0-4;Q9H0B6	KLC2_HUMAN;KLC4_HUMAN	KLC2;KLC4	Kinesin light chain 2	129899
Q9H0C8	Q9H0C8	ILKAP_HUMAN	ILKAP	Integrin-linked kinase-associated serine/threonine phosphatase 2C	107360
Q9H0D6;Q9H0D6-2	Q9H0D6;Q9H0D6-2	XRN2_HUMAN	XRN2	5'-3' exoribonuclease 2	296521
Q9H0E2	Q9H0E2	TOLIP_HUMAN	TOLLIP	Toll-interacting protein	30719
